id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
573641,Design Apartment Near The Center!,2822632,Ariane,,Hoogte,51.18187,4.39381,Entire home/apt,100,3,21,2019-02-26,0.24,1,364
575935,"Room in Cosy Design Duplex, Antwerp",1128692,Larissa,,Hoogte,51.18152,4.39463,Private room,60,2,33,2019-08-18,0.38,1,289
603545,City center | Trendy | *Perfect* for a Longer Stay,2987880,Serge,,Harmonie,51.20753,4.40589,Entire home/apt,150,2,17,2019-06-28,0.21,1,328
636664,"sunny rooftop apartment, sleeps 2-5",462975,Els,,Borgerhout Intra Muros Zuid,51.21618,4.43037,Entire home/apt,85,2,78,2019-07-28,0.91,1,254
639013,The chill place in Antwerp 1,3189018,Cathy,,Borgerhout Intra Muros Noord,51.21748,4.4456,Private room,85,2,34,2018-07-22,0.39,3,351
685049,Stylish decorated  room in 'art nouveau house',3493319,Glenn,,Oud - Berchem,51.19589,4.41443,Private room,65,2,3,2016-10-25,0.05,2,335
685053,"fantastic room in ""Art Nouveau""house",3493319,Glenn,,Oud - Berchem,51.19482,4.41339,Private room,120,2,0,,,2,0
723033,Spacy family studio in Antwerp City,3734348,Sylvia,,Stadspark,51.20955,4.41481,Entire home/apt,75,2,232,2019-09-15,2.76,1,266
746729,A room in a great art-deco house !,3888321,Vincent,,Markgrave,51.19536,4.40806,Private room,75,1,163,2019-09-07,2.23,1,360
772842,Stay in a designers place & donate,4050173,Daisy,,Linkeroever,51.21775,4.38434,Entire home/apt,75,7,66,2018-06-01,0.81,1,332
778043,cosy & beautiful apartment Antwerp,1735092,Marc & Elizabeth,,Stadspark,51.20399,4.41249,Entire home/apt,75,2,58,2019-09-22,0.71,1,359
789555,+++blancoooJOZEFIEN+++ roofterrace,3185214,Annemie,,Centraal Station,51.21231,4.4269,Entire home/apt,93,2,45,2019-07-17,0.55,3,348
813969,150 sqm loft (terrace & river view),4277604,Sarah,,Zuid,51.21264,4.39098,Entire home/apt,177,1,48,2019-07-30,0.92,2,292
842077,4 Cosy rooms near Central Station,4396703,Son,,Amandus - Atheneum,51.22124,4.42575,Private room,40,1,394,2019-08-17,4.80,4,348
866701,4 Cosy rooms near Central Station,4396703,Son,,Amandus - Atheneum,51.2207,4.42549,Private room,40,1,277,2019-07-27,3.41,4,350
891355,"BorzeB&B, sleeping in the heart of Antwerp!",1366391,Micheline,,Universiteitsbuurt,51.22043,4.40562,Private room,85,1,70,2019-06-30,0.90,1,121
891884,aplace antwerp (2/1): amazing suite & square view,234077,Karin,,Historisch Centrum,51.21874,4.39835,Hotel room,150,1,0,,,4,239
891907,aplace antwerp (1/1): homey flat with square view,234077,Karin,,Historisch Centrum,51.21797,4.3999,Hotel room,180,2,4,2019-05-05,0.06,4,205
959200,NEST,4715596,Caroline & Klaas,,Borgerhout Intra Muros Noord,51.21596,4.43764,Entire home/apt,55,2,45,2019-08-25,0.63,2,347
961296,Great Classic House in Antwerp (10p),3189018,Cathy,,Borgerhout Intra Muros Noord,51.21531,4.44498,Entire home/apt,340,2,44,2019-08-25,0.70,3,163
991824,Colourful Inspiration In Every Room,5446991,Magali,,Deurne Zuid West,51.20386,4.45937,Entire home/apt,77,1,220,2019-08-25,2.81,2,357
1038791,Central apartment with kitchen and shower,5717453,Ann,,Universiteitsbuurt,51.22252,4.40751,Entire home/apt,62,2,292,2019-08-25,3.71,1,86
1050693,Colourful Inspiration In Every Room,5446991,Magali,,Deurne Zuid West,51.20295,4.4593,Entire home/apt,77,1,13,2019-06-23,0.18,2,357
1105318,"Number22Antwerp, cosy duplex",6068286,Frederic Luca,,Zuid,51.21024,4.39995,Entire home/apt,75,2,26,2019-08-10,0.34,1,350
1108491,3 Cosy Rooms near Central Station!,4396703,Son,,Amandus - Atheneum,51.2206,4.42486,Private room,40,1,212,2019-08-15,2.72,4,362
1145983,Tomorrowland 2020 Penthouse for 4,703679,Moni,,Oud - Berchem,51.20087,4.43141,Entire home/apt,35,1,3,2014-05-16,0.04,1,365
1146375,Cozy apartment near Antwerp Central Station,1764235,Isa,,Borgerhout Intra Muros Noord,51.21751,4.4298,Entire home/apt,45,1,144,2019-09-08,1.88,1,245
1159039,Spacious & light apartment Antwerp,2580903,Kim,,Markgrave,51.19329,4.41189,Entire home/apt,69,2,8,2014-08-12,0.11,1,10
1172826,Bedroom in large antique house near parks+trams,1167377,Geert,,Deurne Zuid West,51.19813,4.45807,Private room,19,7,2,2019-09-19,0.71,2,267
1184623,Luxe penthouse,4865806,Tommie,,Eilandje,51.23133,4.41015,Entire home/apt,175,3,15,2019-06-22,0.21,1,342
1209063,Room with a view!,6596883,Martine,,Borgerhout Intra Muros Zuid,51.21053,4.43308,Entire home/apt,77,1,26,2018-12-09,0.35,1,177
1235629,Sunny & comfortable apartment,4111664,Ria,,Tentoonstellingswijk,51.1914,4.38873,Entire home/apt,55,5,5,2019-03-31,0.07,1,150
1266888,Entire Artist Apartment Antwerp!,1718830,Sachli,,Amandus - Atheneum,51.2229,4.4184,Entire home/apt,90,2,88,2019-09-22,1.15,1,2
1267516,"Suites in Antwerp:""Suite Frederik""",5758428,Philip-Emmanuel,,Zurenborg,51.207,4.42702,Entire home/apt,179,1,3,2013-10-13,0.04,2,364
1292916,Cosy room in historic town centre,3998871,Rob,,Stadspark,51.21432,4.41321,Private room,45,2,49,2018-02-16,0.65,1,0
1306743,Studio apt (duplex) in Antwerp's City Center,2804839,Nele,,Universiteitsbuurt,51.22476,4.40581,Entire home/apt,70,3,2,2019-08-26,1.71,2,0
1328770,Cosy historic Ship Hannus  Antwerp,4193029,Jan,,Eilandje,51.22875,4.40254,Private room,40,1,123,2019-08-13,1.64,1,320
1338036,Leuke stadswoning met zuidtuin en eco-zwemvijver,4067344,Siri,,Borgerhout Extra Muros,51.19796,4.45632,Private room,60,3,3,2019-04-22,0.08,1,35
1405414,bright apartment with parkview,4870468,Debora - Jo,,Stadspark,51.21388,4.41573,Entire home/apt,90,3,91,2019-06-02,1.22,1,358
1427505,Trendy apartment near city park !,7672678,Mark,,Stadspark,51.21205,4.41315,Entire home/apt,80,10,40,2019-06-25,0.53,1,176
1444602,Ground floor appartment with garden,7755956,Sabien,,Zurenborg,51.20794,4.42839,Entire home/apt,50,4,10,2019-08-11,0.13,1,0
1504952,"""Antwerp B&B""",573329,Patricia,,Centraal Station,51.21692,4.42749,Private room,100,1,51,2019-09-01,0.69,1,349
1534890,Camping in a Theatre-Atelier: temporarily closed,8185571,Theatre-Atelier,,Deurne Noord,51.23229,4.45124,Private room,35,1,150,2018-04-01,2.04,1,0
1577011,New and bright apartment in center,8382721,Rien,,Stuivenberg,51.22105,4.42809,Entire home/apt,65,4,32,2019-07-22,0.44,1,302
1585405,Relax and enjoy Antwerp (2p)  :-),8446724,Vera,,Deurne Dorp - Gallifort,51.22337,4.46923,Private room,35,2,183,2019-04-18,2.48,2,155
1708652,"Suites in Antwerp: ""suite Joachim""",5758428,Philip-Emmanuel,,Zurenborg,51.20828,4.42645,Entire home/apt,70,2,0,,,2,365
1785355,Cosy room behind the zoo!,5537956,Héloïse,,Stuivenberg,51.22266,4.43502,Private room,33,1,194,2019-09-08,2.68,1,83
1791465,Lovely flat in trendy neighborhood,9399334,Dirk & Leen,,Borgerhout Intra Muros Noord,51.21406,4.43907,Entire home/apt,38,3,70,2019-06-12,0.97,1,127
1808782,LOFT 1D  - conceptual loft,9478810,Keith,,Sint-Andries,51.21274,4.39507,Entire home/apt,125,2,167,2019-09-08,2.38,1,285
1986344,Whitebox loft with a VIEW!!!,3149952,Isabelle,,Zuid,51.21094,4.39756,Entire home/apt,104,4,249,2019-08-30,3.54,1,267
2023708,comfortable appartment Antwerp,10399647,Toon,,Oud - Berchem,51.19463,4.41464,Entire home/apt,270,2,1,2018-10-07,0.08,1,90
2059299,Casual house nicely located,7034290,Kwinten,,Haringrode,51.20202,4.41754,Private room,22,2,31,2019-09-08,1.63,3,172
2059774,spacious and comfortable apartment,8689159,Agnes,,Oud - Berchem,51.19714,4.41722,Entire home/apt,85,3,9,2019-07-29,0.13,1,353
2069688,Authentic centre Antwerp: cozy view,10583986,Amada,,Historisch Centrum,51.22642,4.401,Entire home/apt,60,2,135,2019-08-08,1.93,1,355
2073182,Lovely quiet studio flat by the city center,10598905,Eddie,,Stadspark,51.20612,4.41758,Entire home/apt,23,800,0,,,6,364
2086302,Cozy apartment in Antwerp-Berchem,4218557,Anke,,Groenenhoek,51.1958,4.4392,Entire home/apt,45,62,12,2019-06-10,0.17,1,237
2133274,Middelheim Guest House,10885207,Armand,,Oosterveld - Elsdonk,51.17635,4.42433,Private room,75,1,12,2019-08-17,0.28,1,365
2154692,Authentic and very light studio in Antwerp,3199983,Elisabeth,,Stuivenberg,51.22725,4.43552,Entire home/apt,49,2,31,2018-07-01,1.18,2,328
2194840,Fully equiped Appartement,11087865,Rooms Antwerpen,,Universiteitsbuurt,51.22298,4.41342,Entire home/apt,36,1,415,2019-09-08,6.01,7,330
2230592,Loft near Sportpaleis,3488121,Jan,,Deurne Noord,51.22979,4.44464,Private room,50,1,29,2018-12-23,0.42,1,87
2347414,The chill place in Antwerp 2,3189018,Cathy,,Borgerhout Intra Muros Noord,51.21711,4.44417,Private room,85,2,1,2017-04-24,0.03,3,166
2427717,Cosy vintage flat ° center Antwerp,12409903,Annick,,Theaterbuurt-Meir,51.21659,4.4073,Entire home/apt,110,1,269,2019-09-07,3.97,2,346
2433570,charming place on a quiet and green courtyard,12411315,Sophie,,Stuivenberg,51.22154,4.4383,Private room,49,2,92,2019-09-16,1.37,1,350
2436964,NEW - Quiet loft in city center w/ private parking,10891625,Yves,,Historisch Centrum,51.22233,4.40467,Entire home/apt,95,2,33,2019-09-23,3.69,1,134
2448815,MAISON NATIONALE City Flats&Suites,12523959,Tom,,Sint-Andries,51.21699,4.40014,Private room,155,1,0,,,1,365
2507353,Cosy private room near station/town,2330818,Annemie,,Stuivenberg,51.22092,4.42942,Private room,45,2,176,2018-11-03,2.62,1,0
2522970,Luxury city center apartment  with terrace,12917758,Bart,,Theaterbuurt-Meir,51.21861,4.40964,Entire home/apt,98,1,181,2019-09-19,2.69,1,276
2543695,aplace antwerp (3/1): gorgeous flat & square view,234077,Karin,,Sint-Andries,51.21762,4.39954,Hotel room,180,2,12,2018-12-07,0.20,4,221
2602613,Light and spacious duplex apartment,13330269,Joelle,,Borgerhout Intra Muros Noord,51.21611,4.43234,Entire home/apt,65,2,128,2019-07-29,1.92,1,337
2682144,Cozy mini loft in trendy neighborhood,13731159,Nick,,Zurenborg,51.20923,4.42563,Entire home/apt,60,3,4,2019-09-13,0.76,1,174
2682808,Cosy room in a charming house,13733939,An,,Oud - Berchem,51.1976,4.42955,Private room,33,1,322,2019-09-22,4.83,1,318
2819412,"laterrebleue-'my house, your house'",14423888,Fatima,,Borgerhout Intra Muros Zuid,51.20976,4.43582,Shared room,35,1,104,2019-07-28,1.98,1,330
2819790,Bohemian Republic- Grand-Suite.,4261413,Jackie,,Oud - Berchem,51.20056,4.43333,Private room,450,1,25,2019-03-17,0.38,12,365
2820108,Beds in Antwerp City!,4261413,Jackie,,Oud - Berchem,51.20179,4.43163,Shared room,44,1,101,2019-08-18,1.53,12,365
2902274,Upcycled apartment in trendy Zuid district,14785984,Carl,,Zuid,51.20523,4.38893,Entire home/apt,75,7,8,2014-09-21,0.12,1,0
2918528,Shared Rooms Or Private in the City!,4261413,Jackie,,Oud - Berchem,51.20123,4.43141,Hotel room,22,1,76,2019-09-05,1.17,12,360
2957381,Charming apartment in old city center,2895120,Jackie,,Historisch Centrum,51.22318,4.40447,Entire home/apt,65,2,4,2016-11-27,0.11,2,0
3025379,+++ KAMIL +++ terrace & pond,3185214,Annemie,,Borgerhout Intra Muros Zuid,51.21018,4.42983,Entire home/apt,140,2,170,2019-09-08,2.67,3,274
3048594,Unique huge loft with private pool and big garden.,11534275,"Ian, Jande En Marie",,Borgerhout Intra Muros Noord,51.21571,4.43311,Entire home/apt,335,2,210,2019-08-29,3.23,2,309
3065963,Charming apartment in old city center,2895120,Jackie,,Historisch Centrum,51.22493,4.40372,Entire home/apt,59,1,5,2016-11-20,0.14,2,0
3197919,"100 years old ""master mansion"".    ",16207518,Michael,,Harmonie,51.20688,4.40645,Entire home/apt,230,3,10,2019-07-28,0.17,1,274
3202647,Penthouse +Terrace @CentralStation,10614479,Steven,,Stadspark,51.21757,4.41641,Entire home/apt,66,10,35,2019-01-05,0.68,1,299
3203133,Cosy flat in trendy neighbourhood,13572444,Vincent,,Zurenborg,51.20658,4.42614,Entire home/apt,70,20,10,2019-01-03,0.16,1,267
3207291,Central Penthouse - 35 m² terrace,16250048,Maurits - Rodolfo,,Stadspark,51.2068,4.41853,Entire home/apt,87,3,46,2019-01-02,0.71,1,0
3268690,Bright appartment at the South of Antwerp,13665161,Jozefien,,Zuid,51.20495,4.38977,Entire home/apt,109,2,44,2019-02-24,0.69,1,0
3426775,100 year old renovated home,14793024,Jorge,,Oud - Berchem,51.19816,4.41898,Entire home/apt,110,3,25,2018-04-21,0.45,1,266
3467654,"Spacious, bright studio in nice neighbourhood",8558537,Johan,,Harmonie,51.20605,4.40858,Entire home/apt,55,3,13,2019-09-23,0.21,2,267
3518676,Charmant appartement op toplocatie!,17717089,Leonie En Ahmed,,Historisch Centrum,51.22392,4.40238,Entire home/apt,88,2,67,2019-08-18,1.12,1,355
3540493,Antwerp City Studio,15709831,Liam,,Amandus - Atheneum,51.21898,4.42506,Entire home/apt,51,2,258,2019-09-17,4.09,1,297
3609370,Cosy room in perfectly located loft,10038260,Christophe,,Zuid,51.21253,4.39235,Private room,49,2,51,2016-07-30,1.02,2,0
3669833,Cosy room close to city center,17555370,An-Astrid,,Harmonie,51.20513,4.40969,Private room,32,1,49,2019-06-24,1.24,2,0
3711139,Vintage Antwerp Apartment - 1 month,9843443,N,,Borgerhout Intra Muros Noord,51.21756,4.44284,Entire home/apt,40,1,0,,,1,0
3806718,Cosy penthouse with big terrace,5739313,Mathilde,,Stadspark,51.20618,4.41572,Entire home/apt,110,2,6,2015-11-14,0.10,1,0
3857702,Rooms - Apartment - Studio - City Center Antwerp,19891615,Bart,,Universiteitsbuurt,51.2223,4.40746,Entire home/apt,180,2,23,2019-07-29,0.38,1,345
3889129,Spacious and very luminous flat,4057333,Maximilien,,Oud - Berchem,51.19916,4.41589,Private room,50,1,0,,,1,0
3894091,Cosy and bright apartment for 2,12010306,Maïté,,Borgerhout Intra Muros Zuid,51.21154,4.43096,Entire home/apt,65,3,3,2015-10-20,0.05,1,176
3969576,Privé kamer te huur,20572492,JackieJ,,Borgerhout Intra Muros Zuid,51.21183,4.44019,Private room,27,1,257,2019-09-12,5.16,4,344
4017995,Studio Daring Indigo,20834666,Greta,,Harmonie,51.20767,4.407,Private room,75,1,21,2019-06-13,0.38,3,130
4026852,Luxury townhouse close to the center of Antwerp,20878289,Bart,,Hoboken - Centrum,51.17582,4.3474,Private room,55,1,0,,,1,207
4030176,terrace studio in old Post office Park Spoor Noord,9438737,Joel,,Amandus - Atheneum,51.22677,4.41754,Entire home/apt,75,1,129,2019-09-22,2.12,1,45
4032738,"Leuk dak appartement, 2 slaapkamers",20906634,Sirene,,Borgerhout Intra Muros Zuid,51.21432,4.4362,Entire home/apt,58,2,17,2019-07-22,0.28,1,130
4064854,Studio Pancake Paste,20834666,Greta,,Harmonie,51.20835,4.40671,Private room,75,1,35,2019-07-20,0.64,3,137
4163391,SPACIOUS & Eclectic design loft on ‘t Eilandje,7500115,Kelly,,Eilandje,51.2332,4.41039,Entire home/apt,200,2,6,2018-10-20,0.16,1,176
4178600,"Room in house, free parking + bikes",21679611,Tom,,Zurenborg,51.2088,4.42701,Private room,60,2,148,2019-08-17,2.58,1,338
4265913,Cosy 19th c townhouse near Central Station+parking,22144864,Greet,,Stuivenberg,51.21906,4.43022,Entire home/apt,180,2,18,2019-06-30,0.31,2,350
4303323,Den Coninck Achab,22337575,Jerry,,Universiteitsbuurt,51.22239,4.41097,Entire home/apt,135,2,13,2019-03-03,0.22,1,294
4310567,Light & spacious flat with terrace,6939922,Irina,,Universiteitsbuurt,51.22432,4.41492,Entire home/apt,47,2,107,2019-09-11,1.78,1,0
4322521,Duplex 160m² with sauna & piano,15216532,Pascal,,Zuid,51.20582,4.38771,Entire home/apt,99,2,188,2019-09-06,3.25,1,320
4322763,"Charming, newly furnished apartment",17164278,Carine,,Amandus - Atheneum,51.22503,4.42106,Entire home/apt,55,3,2,2015-09-21,0.04,1,328
4332020,Marleen's cosy first floor flat,1754396,Marleen,,Markgrave,51.20096,4.40172,Entire home/apt,41,2,9,2018-09-16,0.18,2,1
4364294,Antwerp Old City Centre Apartment,19591267,Idris,,Historisch Centrum,51.21858,4.39654,Entire home/apt,60,1,522,2019-08-31,8.91,3,306
4399227,Lovely end-of-century appartment in city centre,2435217,Maja,,Stadspark,51.20954,4.41171,Entire home/apt,50,1,12,2018-02-18,0.45,1,0
4436052,"Large, colourful room with 3 beds",12114649,Christine,,Kiel,51.18482,4.38692,Private room,60,1,29,2016-10-02,0.49,1,360
4444232,Charming room in center of Antwerp,23065924,Christopher,,Historisch Centrum,51.22143,4.40283,Private room,40,2,80,2019-08-30,1.38,1,342
4480525,"Charming, quiet and full equiped apartment",23217821,Richard,,Eilandje,51.23562,4.41177,Entire home/apt,40,1,67,2017-08-05,1.18,1,0
4491892,Bright roof apartment,7004003,Leen,,Harmonie,51.20307,4.40751,Entire home/apt,65,2,0,,,1,0
4502646,Unique city loft with amazing view!,13059720,Yara,,Sint-Andries,51.21769,4.39833,Entire home/apt,79,1,514,2019-09-20,8.79,1,328
4592434,Modern 4 pers appartement Antwerpen,23805604,Gina,,Eilandje,51.22946,4.40614,Entire home/apt,150,2,56,2019-08-18,0.95,1,302
4690351,"Light, cosy & very central studio ♛",24250249,Lies,,Theaterbuurt-Meir,51.2162,4.40964,Entire home/apt,59,2,154,2019-09-13,2.70,2,44
4692890,Luminous & spacious apartment in Antwerp!,7374529,Marijke,,Borgerhout Extra Muros,51.20682,4.45076,Entire home/apt,50,2,3,2015-12-15,0.06,1,113
4703827,Spacious loungeroom w/ garden&piano,3015779,Yuri,,Zurenborg,51.20924,4.4251,Private room,36,1,16,2016-01-03,0.28,1,146
4726962,Private room with ensuite bathroom!,7685022,Nathan,,Universiteitsbuurt,51.21997,4.4079,Private room,49,3,13,2015-11-04,0.22,1,0
4733497,"Louise Marie, romantisch huisje",24249803,Michel,,Historisch Centrum,51.21785,4.39927,Entire home/apt,190,2,95,2019-09-09,1.67,1,323
4808747,House + garage near the center,24767961,Sofie,,Borgerhout Intra Muros Noord,51.21723,4.44101,Entire home/apt,60,1,22,2016-05-16,0.38,1,0
4852878,Furnished flat near central Antwerp city park,10598905,Eddie,,Stadspark,51.20554,4.41755,Entire home/apt,25,80,0,,,6,364
4853047,Studio flat near the city park,10598905,Eddie,,Stadspark,51.20282,4.41345,Entire home/apt,25,80,1,2019-02-01,0.13,6,364
4853293,Duplex in renovated Coach House,24968524,Wim,,Stadspark,51.21034,4.41771,Private room,109,2,1,2015-06-22,0.02,3,362
4900847,Lovely house great location,15529473,Liesbeth,,Borgerhout Intra Muros Noord,51.21794,4.43274,Entire home/apt,175,2,8,2018-04-02,0.16,2,0
4903873,Time Out - Luxe Duplex Penthouse,25246840,Philip,,Zuid,51.21295,4.39116,Entire home/apt,375,2,37,2019-08-21,0.75,1,102
4919286,Hofje,17189644,Irene,,Universiteitsbuurt,51.22243,4.41266,Private room,65,2,45,2019-07-11,0.99,2,345
4985922,Sfeervolle studio in hartje Antwerp,25701603,Nadi,,Theaterbuurt-Meir,51.21011,4.40581,Entire home/apt,75,2,27,2019-08-18,0.51,1,340
5020599,Stylish Rooftop next to CHANEL,13357011,Liselotte,,Theaterbuurt-Meir,51.21687,4.40709,Entire home/apt,99,7,42,2018-11-01,0.74,1,333
5026455,Triplex apt in the heart of Antwerp,4492282,Lies,,Historisch Centrum,51.21804,4.39894,Entire home/apt,160,7,86,2019-02-13,1.52,2,294
5027767,Charming House with garden,3042817,Maarten,,Haringrode,51.20144,4.42245,Entire home/apt,100,2,74,2019-08-09,1.44,1,0
5040147,+++blancoooHENRI+++ balcony,3185214,Annemie,,Borgerhout Intra Muros Zuid,51.21046,4.43027,Entire home/apt,93,2,57,2019-08-27,1.12,3,339
5047962,Quiet place in an historical quarter,12309348,Luc & Kristina,,Haringrode,51.20355,4.4241,Private room,55,1,119,2019-08-18,2.11,1,346
5074616,Discrete luxury on a top location,26204741,Patrick,,Eilandje,51.23109,4.41883,Entire home/apt,79,3,62,2019-09-11,1.10,1,204
5083787,Sunny central located Flat!,508039,Najat,,Borgerhout Intra Muros Noord,51.21818,4.43156,Entire home/apt,80,3,27,2019-07-18,0.50,1,31
5087534,Aparment with phenomenal views!,26281320,Kris,,Amandus - Atheneum,51.22948,4.41787,Entire home/apt,59,1,0,,,1,0
5096851,Double room in cosy and quiet house with garden.,15216025,Paolo,,Deurne Zuid Oost,51.19984,4.46793,Private room,70,1,1,2018-05-21,0.06,1,173
5124747,"Big, light and friendly appartement",17286716,Katrin,,Linkeroever,51.22179,4.37971,Entire home/apt,35,3,7,2019-08-11,0.13,1,5
5148493,Central apartment with terrace,26618990,Lutgard,,Stadspark,51.2147,4.41348,Entire home/apt,70,2,109,2019-09-12,2.01,2,94
5179448, House full of character + garden,8558537,Johan,,Harmonie,51.20689,4.40665,Entire home/apt,95,5,3,2017-07-21,0.06,2,278
5187760,A-South Luxury Penthouse Living,24007242,Bep,,Zuid,51.2124,4.39328,Entire home/apt,375,2,27,2019-06-02,0.48,1,155
5223125,Modern flat in CENTRUM Antwerp+WIFI,27027069,Sander,,Historisch Centrum,51.21835,4.40018,Entire home/apt,55,1,325,2019-08-08,5.77,1,292
5233718,Apartment in Antwerp,27086764,Nina,,Theaterbuurt-Meir,51.21655,4.41352,Entire home/apt,80,2,16,2019-07-29,0.29,1,305
5317448,Studio,27546201,Andrei,,Zurenborg,51.20817,4.43181,Entire home/apt,25,10,0,,,1,0
5345806,Spacious apartment with big garden,27703604,Evy,,Groenenhoek,51.19766,4.44282,Entire home/apt,42,3,33,2017-08-20,0.60,1,0
5379855,Classy and spacious 19th cent loft with terrace.,11534275,"Ian, Jande En Marie",,Borgerhout Intra Muros Zuid,51.21464,4.43446,Entire home/apt,240,2,164,2019-09-09,3.01,2,326
5382509,Apartment with parking place,17075823,Koen,,Sint-Andries,51.21385,4.40035,Entire home/apt,89,25,31,2019-04-21,0.56,1,85
5417459,"Full house with garden, near by tram",7553126,Tania,,Hoboken - Centrum,51.17887,4.36301,Entire home/apt,50,2,78,2019-09-12,1.80,1,239
5536783,Lovely Flat at centre of 't Zuid,10843073,Charly,,Zuid,51.21174,4.39745,Entire home/apt,90,3,18,2019-09-16,0.34,1,28
5555535,"Loft-style apartment at Eilandje, Antwerp",15117760,Dimitri,,Eilandje,51.23264,4.4114,Entire home/apt,60,6,17,2016-04-01,0.31,1,0
5574536,Central studio in historic center,28902892,AchA,,Historisch Centrum,51.22019,4.4,Entire home/apt,85,2,84,2019-09-08,1.55,2,355
5575185,Central apartment w/ exclusive view,28902892,AchA,,Historisch Centrum,51.21873,4.39963,Entire home/apt,115,2,194,2019-09-08,3.54,2,296
5578067,Design loft in historic building,28920566,Jasper,,Universiteitsbuurt,51.22091,4.4164,Private room,85,1,164,2019-09-08,3.01,1,171
5629681,Bedroom in Art-apartment in historic centre.,11555976,Bart,,Universiteitsbuurt,51.22156,4.40597,Private room,59,2,0,,,2,25
5646286,NESTT,4715596,Caroline & Klaas,,Borgerhout Intra Muros Noord,51.21464,4.43711,Entire home/apt,55,2,34,2019-09-09,0.63,2,338
5664999,Cosy 2-bedroom appartment,18153848,Hind,,Oud - Berchem,51.19369,4.41979,Entire home/apt,60,1,4,2017-08-19,0.07,1,0
5695757,the HanjamInn - apartment,26032387,Benjamin & Hanne,,Oud - Berchem,51.19597,4.42232,Entire home/apt,73,2,28,2019-08-26,0.58,3,346
5702020,Where living becomes poetry...,29563257,Isabel,,Sint-Andries,51.21491,4.39732,Entire home/apt,90,2,83,2019-07-23,1.52,1,23
5741728,"""la casa di Frà""",29779875,"""La Casa Di Frà",,Borgerhout Intra Muros Zuid,51.21484,4.43169,Entire home/apt,70,1,34,2018-03-04,0.63,1,172
5789730,Back to Beck,30038566,Marleen,,Deurne Zuid Oost,51.19612,4.46167,Entire home/apt,79,1,40,2019-08-14,0.73,1,267
5790215,Priv.bedr. in Beautiful Appartment!,2575036,Yves,,Oud - Merksem,51.2381,4.44085,Private room,50,1,37,2019-09-16,0.69,1,48
5859070,leuk appartement net buiten de stad,30420585,Patrick,,Borgerhout Intra Muros Zuid,51.21123,4.43723,Entire home/apt,60,2,31,2017-05-28,0.58,1,94
5869273,Spacious apt. in art neighborhood,6603985,Jelena,,Zuid,51.20872,4.39228,Entire home/apt,80,3,25,2019-07-29,0.55,1,6
5914975,Modern luxe apartement @ t'Eilandje,30717772,Peter,,Eilandje,51.23206,4.41274,Entire home/apt,90,3,2,2015-07-27,0.04,1,0
5922786,Smartflats Meir 301 - 2 Bedrooms - Meir Area,2792958,Alex,,Theaterbuurt-Meir,51.21902,4.40909,Entire home/apt,99,1,41,2019-09-02,0.83,18,321
